0.0 238.0 
211.0 27.0 
178.0 60.0 
30.0 208.0 
159.0 79.0 
161.0 77.0 
104.0 134.0 
58.0 180.0 
69.0 169.0 
153.0 85.0 
149.0 89.0 
133.0 105.0 
139.0 99.0 
50.0 188.0 
38.0 200.0 
172.0 66.0 
174.0 64.0 
35.0 203.0 
35.0 203.0 
145.0 93.0 
155.0 83.0 
155.0 83.0 
65.0 173.0 
145.0 93.0 
65.0 173.0 
169.0 69.0 
19.0 219.0 
75.0 163.0 
95.0 143.0 
167.0 71.0 
117.0 121.0 
78.0 160.0 
93.0 145.0 
48.0 190.0 
10.0 228.0 
86.0 152.0 
100.0 138.0 
143.0 95.0 
21.0 217.0 
176.0 62.0 
170.0 68.0 
131.0 107.0 
76.0 162.0 
88.0 150.0 
122.0 116.0 
108.0 130.0 
62.0 176.0 
122.0 116.0 
108.0 130.0 
62.0 176.0 
125.0 113.0 
164.0 74.0 
22.0 216.0 
136.0 102.0 
127.0 111.0 
112.0 126.0 
113.0 125.0 
5.0 233.0 
85.0 153.0 
166.0 72.0 
25.0 213.0 
24.0 214.0 
45.0 193.0 
42.0 196.0 
16.0 222.0 
23.0 215.0 
70.0 168.0 
28.0 210.0 
28.0 210.0 
17.0 221.0 
125.0 113.0 
177.0 61.0 
12.0 226.0 
92.0 146.0 
103.0 135.0 
111.0 127.0 
71.0 167.0 
150.0 88.0 
164.0 74.0 
56.0 182.0 
96.0 142.0 
114.0 124.0 
150.0 88.0 
99.0 139.0 
46.0 192.0 
47.0 191.0 
41.0 197.0 
136.0 102.0 
41.0 197.0 
109.0 129.0 
130.0 108.0 
102.0 136.0 
82.0 156.0 
81.0 157.0 
79.0 159.0 
13.0 225.0 
128.0 110.0 
135.0 103.0 
84.0 154.0 
89.0 149.0 
