0.0 238.0 
209.0 29.0 
192.0 46.0 
189.0 49.0 
179.0 59.0 
172.0 66.0 
168.0 70.0 
143.0 95.0 
105.0 133.0 
19.0 219.0 
46.0 192.0 
49.0 189.0 
177.0 61.0 
132.0 106.0 
86.0 152.0 
116.0 122.0 
44.0 194.0 
30.0 208.0 
27.0 211.0 
22.0 216.0 
174.0 64.0 
160.0 78.0 
83.0 155.0 
37.0 201.0 
69.0 169.0 
124.0 114.0 
16.0 222.0 
39.0 199.0 
92.0 146.0 
17.0 221.0 
84.0 154.0 
125.0 113.0 
151.0 87.0 
107.0 131.0 
149.0 89.0 
152.0 86.0 
156.0 82.0 
152.0 86.0 
156.0 82.0 
146.0 92.0 
146.0 92.0 
51.0 187.0 
51.0 187.0 
162.0 76.0 
162.0 76.0 
1.0 237.0 
58.0 180.0 
96.0 142.0 
134.0 104.0 
6.0 232.0 
129.0 109.0 
102.0 136.0 
102.0 136.0 
54.0 184.0 
63.0 175.0 
72.0 166.0 
74.0 164.0 
65.0 173.0 
42.0 196.0 
113.0 125.0 
31.0 207.0 
90.0 148.0 
112.0 126.0 
32.0 206.0 
68.0 170.0 
91.0 147.0 
54.0 184.0 
9.0 229.0 
12.0 226.0 
66.0 172.0 
35.0 203.0 
94.0 144.0 
35.0 203.0 
165.0 73.0 
77.0 161.0 
158.0 80.0 
133.0 105.0 
140.0 98.0 
63.0 175.0 
121.0 117.0 
165.0 73.0 
117.0 121.0 
56.0 182.0 
3.0 235.0 
129.0 109.0 
94.0 144.0 
173.0 65.0 
57.0 181.0 
32.0 206.0 
12.0 226.0 
159.0 79.0 
60.0 178.0 
113.0 125.0 
139.0 99.0 
64.0 174.0 
74.0 164.0 
96.0 142.0 
119.0 119.0 
99.0 139.0 
9.0 229.0 
