0.0 238.0 
197.0 41.0 
184.0 54.0 
172.0 66.0 
116.0 122.0 
168.0 70.0 
53.0 185.0 
48.0 190.0 
111.0 127.0 
155.0 83.0 
177.0 61.0 
179.0 59.0 
148.0 90.0 
145.0 93.0 
156.0 82.0 
140.0 98.0 
77.0 161.0 
3.0 235.0 
159.0 79.0 
134.0 104.0 
150.0 88.0 
150.0 88.0 
1.0 237.0 
143.0 95.0 
67.0 171.0 
163.0 75.0 
59.0 179.0 
118.0 120.0 
102.0 136.0 
75.0 163.0 
70.0 168.0 
72.0 166.0 
57.0 181.0 
96.0 142.0 
10.0 228.0 
18.0 220.0 
43.0 195.0 
42.0 196.0 
6.0 232.0 
28.0 210.0 
103.0 135.0 
20.0 218.0 
138.0 100.0 
100.0 138.0 
165.0 73.0 
142.0 96.0 
125.0 113.0 
161.0 77.0 
131.0 107.0 
131.0 107.0 
135.0 103.0 
24.0 214.0 
136.0 102.0 
21.0 217.0 
12.0 226.0 
8.0 230.0 
106.0 132.0 
11.0 227.0 
85.0 153.0 
83.0 155.0 
30.0 208.0 
31.0 207.0 
73.0 165.0 
84.0 154.0 
56.0 182.0 
74.0 164.0 
36.0 202.0 
120.0 118.0 
119.0 119.0 
93.0 145.0 
110.0 128.0 
23.0 215.0 
33.0 205.0 
64.0 174.0 
65.0 173.0 
66.0 172.0 
45.0 193.0 
162.0 76.0 
160.0 78.0 
8.0 230.0 
54.0 184.0 
178.0 60.0 
82.0 156.0 
126.0 112.0 
81.0 157.0 
92.0 146.0 
60.0 178.0 
108.0 130.0 
17.0 221.0 
29.0 209.0 
13.0 225.0 
45.0 193.0 
121.0 117.0 
166.0 72.0 
166.0 72.0 
105.0 133.0 
94.0 144.0 
26.0 212.0 
5.0 233.0 
69.0 169.0 
