1.961090200280088E-14 1.5309605992361064E-15 
4.67556688916389E-16 6.033826275772071E-14 
1.961090200280088E-14 1.5309605992361064E-15 
4.67556688916389E-16 6.033826275772071E-14 
9.27837706511381E-16 3.7746898947159294E-15 
1.0768274790413853E-14 3.660264990624877E-15 
1.0768274790413853E-14 3.660264990624877E-15 
9.27837706511381E-16 3.7746898947159294E-15 
1.961090200280088E-14 1.5309605992361064E-15 
4.67556688916389E-16 6.033826275772071E-14 
1.0768274790413853E-14 3.660264990624877E-15 
9.27837706511381E-16 3.7746898947159294E-15 
1.961090200280088E-14 1.5309605992361064E-15 
4.67556688916389E-16 6.033826275772071E-14 
1.0768274790413853E-14 3.660264990624877E-15 
9.27837706511381E-16 3.7746898947159294E-15 
1.961090200280088E-14 1.5309605992361064E-15 
4.67556688916389E-16 6.033826275772071E-14 
1.0768274790413853E-14 3.660264990624877E-15 
9.27837706511381E-16 3.7746898947159294E-15 
4.67556688916389E-16 6.033826275772071E-14 
1.961090200280088E-14 1.5309605992361064E-15 
1.0768274790413853E-14 3.660264990624877E-15 
9.27837706511381E-16 3.7746898947159294E-15 
4.67556688916389E-16 6.033826275772071E-14 
1.961090200280088E-14 1.5309605992361064E-15 
1.0768274790413853E-14 3.660264990624877E-15 
9.27837706511381E-16 3.7746898947159294E-15 
1.961090200280088E-14 1.5309605992361064E-15 
4.67556688916389E-16 6.033826275772071E-14 
1.0768274790413853E-14 3.660264990624877E-15 
9.27837706511381E-16 3.7746898947159294E-15 
4.67556688916389E-16 6.033826275772071E-14 
1.961090200280088E-14 1.5309605992361064E-15 
1.0768274790413853E-14 3.660264990624877E-15 
9.27837706511381E-16 3.7746898947159294E-15 
1.961090200280088E-14 1.5309605992361064E-15 
4.67556688916389E-16 6.033826275772071E-14 
1.0768274790413853E-14 3.660264990624877E-15 
9.27837706511381E-16 3.7746898947159294E-15 
1.961090200280088E-14 1.5309605992361064E-15 
4.67556688916389E-16 6.033826275772071E-14 
1.0768274790413853E-14 3.660264990624877E-15 
9.27837706511381E-16 3.7746898947159294E-15 
4.67556688916389E-16 6.033826275772071E-14 
1.961090200280088E-14 1.5309605992361064E-15 
1.0768274790413853E-14 3.660264990624877E-15 
9.27837706511381E-16 3.7746898947159294E-15 
4.67556688916389E-16 6.033826275772071E-14 
1.961090200280088E-14 1.5309605992361064E-15 
1.0768274790413853E-14 3.660264990624877E-15 
9.27837706511381E-16 3.7746898947159294E-15 
1.961090200280088E-14 1.5309605992361064E-15 
4.67556688916389E-16 6.033826275772071E-14 
1.0768274790413853E-14 3.660264990624877E-15 
9.27837706511381E-16 3.7746898947159294E-15 
1.961090200280088E-14 1.5309605992361064E-15 
4.67556688916389E-16 6.033826275772071E-14 
1.0768274790413853E-14 3.660264990624877E-15 
9.27837706511381E-16 3.7746898947159294E-15 
4.67556688916389E-16 6.033826275772071E-14 
1.961090200280088E-14 1.5309605992361064E-15 
1.0768274790413853E-14 3.660264990624877E-15 
9.27837706511381E-16 3.7746898947159294E-15 
1.961090200280088E-14 1.5309605992361064E-15 
4.67556688916389E-16 6.033826275772071E-14 
1.0768274790413853E-14 3.660264990624877E-15 
9.27837706511381E-16 3.7746898947159294E-15 
1.961090200280088E-14 1.5309605992361064E-15 
4.67556688916389E-16 6.033826275772071E-14 
1.0768274790413853E-14 3.660264990624877E-15 
9.27837706511381E-16 3.7746898947159294E-15 
4.67556688916389E-16 6.033826275772071E-14 
1.961090200280088E-14 1.5309605992361064E-15 
1.0768274790413853E-14 3.660264990624877E-15 
9.27837706511381E-16 3.7746898947159294E-15 
1.961090200280088E-14 1.5309605992361064E-15 
4.67556688916389E-16 6.033826275772071E-14 
1.0768274790413853E-14 3.660264990624877E-15 
9.27837706511381E-16 3.7746898947159294E-15 
4.67556688916389E-16 6.033826275772071E-14 
1.961090200280088E-14 1.5309605992361064E-15 
1.0768274790413853E-14 3.660264990624877E-15 
9.27837706511381E-16 3.7746898947159294E-15 
1.961090200280088E-14 1.5309605992361064E-15 
4.67556688916389E-16 6.033826275772071E-14 
1.0768274790413853E-14 3.660264990624877E-15 
9.27837706511381E-16 3.7746898947159294E-15 
4.67556688916389E-16 6.033826275772071E-14 
1.961090200280088E-14 1.5309605992361064E-15 
1.0768274790413853E-14 3.660264990624877E-15 
9.27837706511381E-16 3.7746898947159294E-15 
1.961090200280088E-14 1.5309605992361064E-15 
4.67556688916389E-16 6.033826275772071E-14 
1.0768274790413853E-14 3.660264990624877E-15 
9.27837706511381E-16 3.7746898947159294E-15 
1.961090200280088E-14 1.5309605992361064E-15 
4.67556688916389E-16 6.033826275772071E-14 
1.0768274790413853E-14 3.660264990624877E-15 
9.27837706511381E-16 3.7746898947159294E-15 
